GeneID	IDG	CYTO_NUC	ER_GOLGI	MitoCarta	MitoCarta_Pathways	SurfaceLabel	CellMembrane	MATRISOME	SECRETED	glycomineN	glycomineO	IO	GeneSymbol
2146	Tchem	BOTH											EZH2
2147	Tclin							ASSOCIATED	SECRETED	N	O		F2
2149	Tclin		GOLGI			surface	Cell Membrane			N	O		F2R
2150	Tchem		GOLGI			surface	Cell Membrane			N	O		F2RL1
2151	Tbio					surface	Cell Membrane			N	O		F2RL2
2152	Tchem					surface			SECRETED	N	O		F3
2153	Tbio								SECRETED	N	O		F5
2155	Tchem							ASSOCIATED	SECRETED	N	O		F7
2157	Tbio								SECRETED	N	O		F8
2158	Tchem							ASSOCIATED	SECRETED	N	O		F9
2159	Tclin							ASSOCIATED	SECRETED	N	O		F10
2160	Tchem								SECRETED	N	O		F11
2161	Tchem							ASSOCIATED	SECRETED	N	O		F12
2162	Tchem							ASSOCIATED	SECRETED	N	O		F13A1
2165	Tbio							ASSOCIATED	SECRETED	N			F13B
2166	Tchem					nonsurface							FAAH
2167	Tchem	BOTH											FABP4
2168	Tchem			unknown	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism								FABP1
2169	Tchem												FABP2
2170	Tchem												FABP3
2171	Tchem	BOTH											FABP5
2172	Tbio	CYTOPLASM											FABP6
2173	Tbio	NUCLEUS											FABP7
2175	Tbio	BOTH				nonsurface							FANCA
2176	Tbio	BOTH											FANCC
2177	Tbio	NUCLEUS				nonsurface							FANCD2
2178	Tbio	NUCLEUS											FANCE
2180	Tbio			MOM	Metabolism > Lipid metabolism > Fatty acid oxidation	nonsurface							ACSL1
2181	Tbio		BOTH			nonsurface							ACSL3
2182	Tbio	CYTOPLASM				nonsurface							ACSL4
2184	Tbio												FAH
2185	Tchem	BOTH					Cell Membrane			N	O		PTK2B
2186	Tchem	BOTH									O		BPTF
2187	Tbio												FANCB
2188	Tchem												FANCF
2189	Tbio												FANCG
2191	Tchem	CYTOPLASM				surface	Cell Membrane		SECRETED	N			FAP
2192	Tbio							CORE	SECRETED	N			FBLN1
2193	Tbio	CYTOPLASM											FARSA
2194	Tchem		GOLGI	IMS	Metabolism > Lipid metabolism					N			FASN
2195	Tbio	NUCLEUS				surface	Cell Membrane			N			FAT1
2196	Tbio		GOLGI			surface	Cell Membrane						FAT2
2197	Tbio												FAU
2199	Tbio							CORE	SECRETED				FBLN2
2200	Tbio							CORE	SECRETED	N			FBN1
2201	Tbio							CORE	SECRETED				FBN2
2202	Tbio							CORE	SECRETED	N			EFEMP1
2203	Tchem	BOTH											FBP1
2204	Tbio					surface	Cell Membrane		SECRETED	N			FCAR
2205	Tbio					surface	Cell Membrane			N			FCER1A
2206	Tbio									N	O		MS4A2
2207	Tbio					nonsurface	Cell Membrane				O		FCER1G
2208	Tchem						Cell Membrane		SECRETED	N	O		FCER2
2209	Tchem					surface	Cell Membrane			N			FCGR1A
2210	Tbio					surface	Cell Membrane						FCGR1B
2212	Tbio					surface	Cell Membrane						FCGR2A
2213	Tbio					surface	Cell Membrane						FCGR2B
2214	Tbio					surface	Cell Membrane		SECRETED	N	O		FCGR3A
2215	Tbio					surface	Cell Membrane		SECRETED	N			FCGR3B
2217	Tchem					surface	Cell Membrane						FCGRT
2218	Tbio	NUCLEUS	BOTH			nonsurface				N			FKTN
2219	Tbio						Cell Membrane	ASSOCIATED	SECRETED	N			FCN1
2220	Tbio							ASSOCIATED	SECRETED	N			FCN2
2222	Tchem		ENDORETICULUM			nonsurface							FDFT1
2224	Tclin	CYTOPLASM		MIM	Metabolism > Lipid metabolism > Cholesterol-associated	nonsurface							FDPS
2230	Tbio			Matrix	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism								FDX1
2232	Tbio			Matrix	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Vitamin metabolism > Vitamin D metabolism								FDXR
2235	Tbio			MIM	Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S-containing proteins								FECH
2237	Tchem	NUCLEUS											FEN1
2239	Tbio	NUCLEUS				surface	Cell Membrane	ASSOCIATED	SECRETED	N			GPC4
2241	Tchem	BOTH					Cell Membrane				O		FER
2242	Tchem	CYTOPLASM	GOLGI				Cell Membrane						FES
2243	Tbio							CORE	SECRETED	N	O		FGA
2244	Tbio		ENDORETICULUM					CORE	SECRETED	N	O		FGB
2245	Tbio	CYTOPLASM	GOLGI								O		FGD1
2246	Tchem							ASSOCIATED	SECRETED	N	O		FGF1
2247	Tchem	NUCLEUS						ASSOCIATED	SECRETED		O		FGF2
2248	Tbio							ASSOCIATED	SECRETED	N			FGF3
2249	Tbio							ASSOCIATED	SECRETED	N			FGF4
2250	Tbio							ASSOCIATED	SECRETED	N			FGF5
2251	Tbio							ASSOCIATED	SECRETED	N			FGF6
2252	Tbio		GOLGI					ASSOCIATED	SECRETED	N			FGF7
2253	Tbio							ASSOCIATED	SECRETED	N			FGF8
2254	Tbio	CYTOPLASM						ASSOCIATED	SECRETED	N			FGF9
2255	Tbio	NUCLEUS						ASSOCIATED	SECRETED	N			FGF10
2256	Tbio							ASSOCIATED					FGF11
2257	Tbio	NUCLEUS						ASSOCIATED					FGF12
2258	Tbio	BOTH						ASSOCIATED					FGF13
2259	Tbio	NUCLEUS						ASSOCIATED					FGF14
2260	Tclin					surface	Cell Membrane			N	O		FGFR1
2261	Tclin	NUCLEUS	BOTH			surface	Cell Membrane		SECRETED	N	O		FGFR3
2262	Tbio					surface	Cell Membrane	ASSOCIATED	SECRETED	N			GPC5
2263	Tclin	BOTH	GOLGI			surface	Cell Membrane		SECRETED	N	O		FGFR2
2264	Tclin		BOTH			surface	Cell Membrane		SECRETED	N			FGFR4
2266	Tbio							CORE	SECRETED	N			FGG
2267	Tbio							CORE	SECRETED				FGL1
2268	Tchem						Cell Membrane				O		FGR
2271	Tbio	CYTOPLASM		Matrix	Metabolism > Carbohydrate metabolism > TCA cycle								FH
2272	Tchem	CYTOPLASM		Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing								FHIT
2273	Tbio	BOTH											FHL1
2274	Tbio	NUCLEUS											FHL2
2275	Tbio	NUCLEUS											FHL3
2277	Tbio							ASSOCIATED	SECRETED	N	O		FIGF
2280	Tclin	CYTOPLASM											FKBP1A
2281	Tchem	CYTOPLASM											FKBP1B
2286	Tbio		ENDORETICULUM										FKBP2
2287	Tbio	NUCLEUS											FKBP3
2288	Tchem	CYTOPLASM											FKBP4
2289	Tchem	CYTOPLASM											FKBP5
2290	Tbio										O		FOXG1
2294	Tbio	NUCLEUS									O		FOXF1
2295	Tbio	NUCLEUS									O		FOXF2
2296	Tbio	NUCLEUS									O		FOXC1
2297	Tbio	NUCLEUS									O		FOXD1
2298	Tbio	NUCLEUS									O		FOXD4
2299	Tbio	NUCLEUS									O		FOXI1
2300	Tbio	NUCLEUS											FOXL1
2301	Tbio	NUCLEUS									O		FOXE3
2302	Tbio	NUCLEUS									O		FOXJ1
2303	Tbio	NUCLEUS									O		FOXC2
2304	Tbio	NUCLEUS									O		FOXE1
2305	Tbio										O		FOXM1
2306	Tbio	NUCLEUS									O		FOXD2
2307	Tbio	NUCLEUS									O		FOXS1
2308	Tbio	BOTH									O		FOXO1
2309	Tbio	BOTH									O		FOXO3
2312	Tbio	NUCLEUS						ASSOCIATED			O		FLG
2313	Tbio	NUCLEUS											FLI1
2314	Tbio												FLII
2315	Tbio		GOLGI			nonsurface							MLANA
2316	Tbio	BOTH								N	O		FLNA
2317	Tbio	BOTH									O		FLNB
2318	Tbio	CYTOPLASM											FLNC
2319	Tbio						Cell Membrane						FLOT2
2321	Tclin					surface	Cell Membrane		SECRETED	N	O		FLT1
2322	Tclin	NUCLEUS	ENDORETICULUM			surface				N			FLT3
2323	Tbio					surface	Cell Membrane	ASSOCIATED	SECRETED	N			FLT3LG
2324	Tclin	CYTOPLASM				surface	Cell Membrane		SECRETED	N	O		FLT4
2326	Tbio					nonsurface							FMO1
2327	Tbio												FMO2
2328	Tbio					nonsurface							FMO3
2329	Tbio					nonsurface							FMO4
2330	Tbio		ENDORETICULUM			nonsurface							FMO5
2331	Tbio							CORE	SECRETED	N			FMOD
2332	Tbio	BOTH											FMR1
2334	Tbio	NUCLEUS									O		AFF2
2335	Tchem							CORE	SECRETED	N	O		FN1
2339	Tbio	CYTOPLASM											FNTA
2346	Tchem	CYTOPLASM				surface	Cell Membrane			N			FOLH1
2348	Tchem	NUCLEUS				surface	Cell Membrane		SECRETED	N			FOLR1
2350	Tchem					surface	Cell Membrane		SECRETED	N			FOLR2
2352	Tbio								SECRETED	N			FOLR3
2353	Tbio	NUCLEUS	ENDORETICULUM								O		FOS
2354	Tbio	NUCLEUS											FOSB
2355	Tbio	NUCLEUS											FOSL2
2356	Tchem	CYTOPLASM		Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism								FPGS
2357	Tchem	CYTOPLASM				surface	Cell Membrane				O		FPR1
2358	Tchem	CYTOPLASM				surface	Cell Membrane				O		FPR2
2359	Tchem					surface	Cell Membrane						FPR3
2395	Tbio			Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis						O		FXN
2444	Tchem	NUCLEUS											FRK
2475	Tclin	BOTH									O		MTOR
2483	Tbio												FRG1
2487	Tbio	CYTOPLASM						ASSOCIATED	SECRETED	N			FRZB
2488	Tbio	CYTOPLASM							SECRETED	N			FSHB
2491	Tbio												CENPI
2492	Tclin					surface	Cell Membrane						FSHR
2494	Tchem	BOTH									O		NR5A2
2495	Tbio	BOTH		unknown	Metabolism > Metals and cofactors > Iron homeostasis								FTH1
2512	Tbio	CYTOPLASM											FTL
2515	Tbio					surface		ASSOCIATED		N			ADAM2
2516	Tchem	NUCLEUS									O		NR5A1
2517	Tchem	CYTOPLASM											FUCA1
2519	Tchem								SECRETED	N			FUCA2
2520	Tbio								SECRETED				GAST
2521	Tbio	NUCLEUS											FUS
2523	Tbio		GOLGI			nonsurface				N			FUT1
2524	Tbio		GOLGI			nonsurface							FUT2
2525	Tbio					nonsurface							FUT3
2526	Tbio		GOLGI							N			FUT4
2527	Tbio		GOLGI			nonsurface							FUT5
2528	Tchem		GOLGI			nonsurface							FUT6
2529	Tchem		GOLGI			nonsurface							FUT7
2530	Tbio		GOLGI			nonsurface							FUT8
2531	Tbio		ENDORETICULUM			nonsurface				N			KDSR
2532	Tbio					surface					O		ACKR1
2533	Tbio	NUCLEUS									O		FYB
2534	Tclin	NUCLEUS					Cell Membrane				O		FYN
2535	Tbio	CYTOPLASM				surface	Cell Membrane				O		FZD2
2537	Tbio										O		IFI6
2538	Tchem					nonsurface							G6PC
2539	Tchem	BOTH											G6PD
2542	Tchem		ENDORETICULUM			surface							SLC37A4
2543	Tbio												GAGE1
2547	Tbio	NUCLEUS											XRCC6
2548	Tclin												GAA
2549	Tbio												GAB1
2550	Tclin	CYTOPLASM				surface	Cell Membrane		SECRETED	N			GABBR1
2551	Tbio	NUCLEUS											GABPA
2553	Tbio	NUCLEUS									O		GABPB1
2554	Tclin					surface	Cell Membrane			N			GABRA1
2555	Tclin					surface	Cell Membrane						GABRA2
2556	Tclin					surface	Cell Membrane			N			GABRA3
2557	Tclin					surface	Cell Membrane			N			GABRA4
2558	Tclin					surface	Cell Membrane			N			GABRA5
2559	Tclin					surface	Cell Membrane			N			GABRA6
2560	Tclin	CYTOPLASM				surface	Cell Membrane			N			GABRB1
2561	Tclin					surface	Cell Membrane			N			GABRB2
2562	Tclin					surface	Cell Membrane			N			GABRB3
2563	Tclin					surface	Cell Membrane			N			GABRD
2564	Tclin					surface	Cell Membrane			N			GABRE
2565	Tclin					surface	Cell Membrane						GABRG1
2566	Tclin					surface	Cell Membrane			N			GABRG2
2567	Tclin					surface	Cell Membrane						GABRG3
2568	Tclin					surface	Cell Membrane						GABRP
2569	Tchem					surface	Cell Membrane			N			GABRR1
2570	Tbio					surface	Cell Membrane						GABRR2
2571	Tbio												GAD1
2572	Tbio						Cell Membrane						GAD2
2574	Tdark												GAGE2C
2576	Tdark												GAGE4
2578	Tdark												GAGE6
2579	Tbio												GAGE7
2580	Tchem	CYTOPLASM	GOLGI										GAK
2581	Tbio									N			GALC
2582	Tchem												GALE
2583	Tbio					nonsurface							B4GALNT1
2584	Tbio	CYTOPLASM											GALK1
2585	Tbio	CYTOPLASM											GALK2
2587	Tchem					surface	Cell Membrane						GALR1
2588	Tbio									N			GALNS
2589	Tbio		GOLGI			nonsurface			SECRETED	N			GALNT1
2590	Tbio		GOLGI			nonsurface			SECRETED	N			GALNT2
2591	Tbio		GOLGI			nonsurface							GALNT3
2592	Tbio	CYTOPLASM	GOLGI								O		GALT
2593	Tbio	BOTH											GAMT
2595	Tchem												GANC
2596	Tbio	CYTOPLASM					Cell Membrane						GAP43
2597	Tchem	BOTH								N			GAPDH
2615	Tbio					surface							LRRC32
2617	Tbio	CYTOPLASM		Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases								GARS
2618	Tclin												GART
2619	Tbio					surface	Cell Membrane				O		GAS1
2620	Tbio												GAS2
2621	Tbio	CYTOPLASM						CORE	SECRETED	N	O		GAS6
2622	Tbio		GOLGI										GAS8
2623	Tbio	NUCLEUS									O		GATA1
2624	Tbio	BOTH									O		GATA2
2625	Tbio	NUCLEUS									O		GATA3
2626	Tbio	NUCLEUS									O		GATA4
2627	Tbio	NUCLEUS									O		GATA6
2628	Tbio			Matrix	Metabolism > Nucleotide metabolism > Creatine metabolism								GATM
2629	Tchem		BOTH							N			GBA
2631	Tbio			Matrix	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy								GBAS
2632	Tbio												GBE1
2633	Tbio	CYTOPLASM	GOLGI			nonsurface			SECRETED	N			GBP1
2634	Tbio	BOTH	GOLGI			nonsurface							GBP2
2635	Tbio	CYTOPLASM				nonsurface							GBP3
2636	Tbio	NUCLEUS											GBX1
2637	Tbio	NUCLEUS											GBX2
2638	Tchem								SECRETED	N			GC
2639	Tbio			Matrix	Metabolism > Amino acid metabolism > Lysine metabolism								GCDH
2641	Tchem								SECRETED		O		GCG
2642	Tclin					surface	Cell Membrane				O		GCGR
2643	Tbio	BOTH											GCH1
2644	Tbio	BOTH											GCHFR
2645	Tchem												GCK
2646	Tchem	BOTH											GCKR
2647	Tbio			unknown	Signaling								BLOC1S1
2648	Tbio	NUCLEUS									O		KAT2A
2649	Tbio	NUCLEUS											NR6A1
2650	Tbio					nonsurface				N			GCNT1
2651	Tbio		GOLGI			nonsurface							GCNT2
2652	Tdark					surface				N			OPN1MW
2653	Tbio			Matrix	Metabolism > Lipid metabolism > Lipoate insertion | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system								GCSH
2657	Tbio							ASSOCIATED	SECRETED	N			GDF1
2658	Tbio							ASSOCIATED	SECRETED	N	O		GDF2
2660	Tbio	CYTOPLASM						ASSOCIATED	SECRETED	N	O		MSTN
2661	Tbio	CYTOPLASM						ASSOCIATED	SECRETED	N			GDF9
2662	Tbio							ASSOCIATED	SECRETED	N			GDF10
2664	Tbio	CYTOPLASM	GOLGI										GDI1
2665	Tbio	CYTOPLASM	GOLGI										GDI2
2668	Tbio							ASSOCIATED	SECRETED	N	O		GDNF
2669	Tbio	NUCLEUS					Cell Membrane						GEM
2670	Tbio	CYTOPLASM											GFAP
2671	Tchem			IMS	Protein import, sorting and homeostasis > Protein import and sorting > MIA40				SECRETED				GFER
2672	Tbio	NUCLEUS									O		GFI1
2673	Tchem												GFPT1
2674	Tbio					surface	Cell Membrane			N			GFRA1
2675	Tbio					surface	Cell Membrane			N			GFRA2
2676	Tbio					surface	Cell Membrane			N			GFRA3
2677	Tclin					nonsurface					O		GGCX
2678	Tbio					surface	Cell Membrane						GGT1
2679	Tdark												GGT3P
2681	Tdark												GGTA1P
2683	Tbio		GOLGI			nonsurface	Cell Membrane		SECRETED	N	O		B4GALT1
2686	Tbio					surface							GGT7
2687	Tbio												GGT5
2688	Tbio							ASSOCIATED	SECRETED				GH1
2689	Tbio							ASSOCIATED	SECRETED	N			GH2
2690	Tclin					surface	Cell Membrane		SECRETED	N	O		GHR
2691	Tbio								SECRETED	N			GHRH
2692	Tclin	CYTOPLASM				surface	Cell Membrane			N			GHRHR
2693	Tclin					surface	Cell Membrane			N			GHSR
2694	Tbio								SECRETED	N			GIF
2695	Tchem								SECRETED	N	O		GIP
2696	Tchem					surface	Cell Membrane						GIPR
2697	Tbio	NUCLEUS	GOLGI			surface	Cell Membrane			N			GJA1
2700	Tbio					surface	Cell Membrane						GJA3
2701	Tbio					surface	Cell Membrane			N			GJA4
2702	Tbio						Cell Membrane						GJA5
2703	Tbio						Cell Membrane						GJA8
2705	Tbio					surface	Cell Membrane						GJB1
2706	Tbio					surface	Cell Membrane						GJB2
2707	Tbio	CYTOPLASM				surface	Cell Membrane						GJB3
2709	Tbio					surface	Cell Membrane						GJB5
2710	Tbio	CYTOPLASM				nonsurface							GK
2712	Tbio	CYTOPLASM				nonsurface							GK2
2713	Tdark												GK3P
2717	Tclin	CYTOPLASM	GOLGI							N			GLA
2719	Tbio					surface	Cell Membrane	ASSOCIATED	SECRETED	N			GPC3
2720	Tchem	CYTOPLASM	GOLGI							N			GLB1
2729	Tchem										O		GCLC
2730	Tbio												GCLM
2731	Tbio	NUCLEUS		Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system								GLDC
2733	Tbio	CYTOPLASM											GLE1
2734	Tbio		GOLGI										GLG1
2735	Tchem	BOTH									O		GLI1
2736	Tchem	NUCLEUS									O		GLI2
2737	Tbio	BOTH									O		GLI3
2738	Tdark	NUCLEUS											GLI4
2739	Tchem	BOTH											GLO1
2740	Tclin					surface	Cell Membrane				O		GLP1R
2741	Tclin		ENDORETICULUM			surface	Cell Membrane			N			GLRA1
2742	Tchem					surface	Cell Membrane			N			GLRA2
2743	Tclin	CYTOPLASM				surface	Cell Membrane			N			GLRB
2744	Tchem			MIM	Metabolism > Amino acid metabolism > Glutamate metabolism								GLS
2745	Tbio	NUCLEUS											GLRX
2746	Tbio	CYTOPLASM		Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism								GLUD1
2747	Tbio	CYTOPLASM		Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism								GLUD2
2752	Tchem	NUCLEUS											GLUL
2760	Tbio									N			GM2A
2762	Tbio	CYTOPLASM											GMDS
2764	Tbio												GMFB
2765	Tdark					surface	Cell Membrane			N			GML
2766	Tbio												GMPR
2767	Tbio	CYTOPLASM					Cell Membrane						GNA11
2768	Tbio	CYTOPLASM											GNA12
2769	Tbio												GNA15
2770	Tbio	BOTH					Cell Membrane						GNAI1
2771	Tbio	CYTOPLASM					Cell Membrane						GNAI2
2773	Tbio	BOTH					Cell Membrane						GNAI3
2774	Tbio												GNAL
2775	Tbio						Cell Membrane						GNAO1
2776	Tbio	CYTOPLASM											GNAQ
2778	Tbio								SECRETED				GNAS
2779	Tbio					nonsurface							GNAT1
2780	Tbio					nonsurface							GNAT2
2781	Tbio		ENDORETICULUM										GNAZ
2782	Tbio												GNB1
2783	Tbio												GNB2
2784	Tbio												GNB3
2785	Tbio						Cell Membrane						GNG3
2786	Tdark						Cell Membrane						GNG4
2787	Tbio						Cell Membrane						GNG5
2788	Tbio						Cell Membrane						GNG7
2790	Tdark						Cell Membrane						GNG10
2791	Tbio						Cell Membrane						GNG11
2792	Tbio						Cell Membrane						GNGT1
2793	Tbio						Cell Membrane						GNGT2
2794	Tbio	NUCLEUS								N			GNL1
2796	Tbio								SECRETED				GNRH1
2797	Tbio								SECRETED				GNRH2
2798	Tclin					surface	Cell Membrane			N			GNRHR
2799	Tbio									N			GNS
2800	Tbio		GOLGI								O		GOLGA1
2801	Tbio		GOLGI										GOLGA2
2802	Tbio	BOTH	GOLGI										GOLGA3
2803	Tbio	CYTOPLASM	GOLGI								O		GOLGA4
2804	Tbio		GOLGI			nonsurface							GOLGB1
2805	Tbio	BOTH											GOT1
2806	Tbio			MIM	Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism		Cell Membrane						GOT2
2810	Tbio	NUCLEUS							SECRETED	N			SFN
2811	Tbio					surface				N	O		GP1BA
2812	Tbio					surface				N			GP1BB
2813	Tbio					surface	Cell Membrane		SECRETED	N			GP2
2814	Tbio					surface				N			GP5
2815	Tbio												GP9
2817	Tbio					surface	Cell Membrane	ASSOCIATED	SECRETED	N			GPC1
2819	Tbio												GPD1
2820	Tbio			MIM	Metabolism > Carbohydrate metabolism > Glycerol phosphate shuttle | Metabolism > Electron carriers > Q-linked reactions, other						O		GPD2
2821	Tbio								SECRETED	N			GPI
2822	Tbio	CYTOPLASM							SECRETED	N			GPLD1
2823	Tbio					surface	Cell Membrane			N			GPM6A
2824	Tbio					surface	Cell Membrane			N			GPM6B
2825	Tbio					surface	Cell Membrane			N			GPR1
2826	Tchem		ENDORETICULUM			surface	Cell Membrane						CCR10
2827	Tchem					surface	Cell Membrane						GPR3
2828	Tchem					surface	Cell Membrane			N			GPR4
2829	Tbio					surface	Cell Membrane			N			XCR1
2830	Tchem					surface	Cell Membrane						GPR6
2831	Tchem					surface	Cell Membrane						NPBWR1
2832	Tbio					surface	Cell Membrane						NPBWR2
2833	Tchem	CYTOPLASM				surface	Cell Membrane			N			CXCR3
2834	Tchem					surface	Cell Membrane			N			PRLHR
2835	Tbio					surface	Cell Membrane						GPR12
2837	Tchem					surface	Cell Membrane						UTS2R
2838	Tbio					surface	Cell Membrane						GPR15
2840	Tchem					surface	Cell Membrane			N			GPR17
2841	Tchem					surface	Cell Membrane						GPR18
2842	Tdark					surface	Cell Membrane			N			GPR19
2843	Tdark					surface	Cell Membrane			N			GPR20
2844	Tdark					surface	Cell Membrane			N			GPR21
2845	Tbio					surface	Cell Membrane			N			GPR22
2846	Tchem					surface	Cell Membrane			N			LPAR4
2847	Tchem					surface	Cell Membrane			N			MCHR1
2848	Tdark					surface	Cell Membrane						GPR25
2849	Tbio					surface	Cell Membrane						GPR26
2850	Tdark					surface	Cell Membrane						GPR27
2852	Tchem	BOTH	BOTH			surface	Cell Membrane			N			GPER1
2853	Tbio					surface	Cell Membrane			N			GPR31
2854	Tchem					surface	Cell Membrane			N			GPR32
2855	Tdark												GPR32P1
2856	Tdark					surface	Cell Membrane						GPR33
2857	Tchem					surface	Cell Membrane			N			GPR34
2859	Tchem					surface	Cell Membrane			N			GPR35
2861	Tbio		ENDORETICULUM			surface	Cell Membrane			N			GPR37
2862	Tchem					surface	Cell Membrane			N			MLNR
2863	Tchem					surface	Cell Membrane						GPR39
2864	Tchem					surface	Cell Membrane						FFAR1
2865	Tchem					surface	Cell Membrane			N			FFAR3
2866	Tdark												GPR42
2867	Tchem					surface	Cell Membrane			N			FFAR2
2868	Tchem												GRK4
2869	Tchem	CYTOPLASM					Cell Membrane				O		GRK5
2870	Tchem												GRK6
2872	Tchem	BOTH											MKNK2
2873	Tbio												GPS1
2874	Tbio	NUCLEUS											GPS2
2875	Tbio												GPT
2876	Tbio	CYTOPLASM		Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins								GPX1
2877	Tbio	CYTOPLASM											GPX2
2878	Tbio								SECRETED				GPX3
2879	Tbio	NUCLEUS		MIM	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins								GPX4
